,0,Dataset,Epsilon,Image,Network,Result,TotalTime,Unnamed: 0,Unnamed: 0.1,Verifier,instance,score,solved,solved_bool
79166,,,0.025,69.0,convMedGTANH__Point.onnx,unsat,34.109,169.0,,eran,69.0 convMedGTANH__Point.onnx 0.025,1,1,True
79461,,,0.025,69.0,ffnnTANH__PGDK_w_0.0313_6_500.onnx,unsat,3.956,2569.0,,eran,69.0 ffnnTANH__PGDK_w_0.0313_6_500.onnx 0.025,1,1,True
79466,,,0.03,69.0,ffnnTANH__PGDK_w_0.0313_6_500.onnx,unsat,3.947,2569.0,,eran,69.0 ffnnTANH__PGDK_w_0.0313_6_500.onnx 0.03,1,1,True
79468,,,0.04,69.0,ffnnTANH__PGDK_w_0.0313_6_500.onnx,unsat,3.971,2569.0,,eran,69.0 ffnnTANH__PGDK_w_0.0313_6_500.onnx 0.04,1,1,True
79470,,,0.004,69.0,ffnnTANH__Point_6_500.onnx,unsat,4.17,769.0,,eran,69.0 ffnnTANH__Point_6_500.onnx 0.004,1,1,True
80305,,,0.04,7.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,1.333,1107.0,,eran,7.0 convMedGTANH__PGDK_w_0.0078.onnx 0.04,1,1,True
80301,,,0.03,7.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,1.323,1107.0,,eran,7.0 convMedGTANH__PGDK_w_0.0078.onnx 0.03,1,1,True
80298,,,0.025,7.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,1.32,1107.0,,eran,7.0 convMedGTANH__PGDK_w_0.0078.onnx 0.025,1,1,True
80296,,,0.02,7.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,1.324,1107.0,,eran,7.0 convMedGTANH__PGDK_w_0.0078.onnx 0.02,1,1,True
80293,,,0.012,7.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,1.307,1107.0,,eran,7.0 convMedGTANH__PGDK_w_0.0078.onnx 0.012,1,1,True
80291,,,0.01,7.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,1.381,1107.0,,eran,7.0 convMedGTANH__PGDK_w_0.0078.onnx 0.01,1,1,True
80287,,,0.008,7.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,1.331,1107.0,,eran,7.0 convMedGTANH__PGDK_w_0.0078.onnx 0.008,1,1,True
80284,,,0.005,7.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,1.32,1107.0,,eran,7.0 convMedGTANH__PGDK_w_0.0078.onnx 0.005,1,1,True
80280,,,0.004,7.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,1.281,1107.0,,eran,7.0 convMedGTANH__PGDK_w_0.0078.onnx 0.004,1,1,True
79496,,,0.04,69.0,ffnnTANH__Point_6_500.onnx,unsat,4.172,769.0,,eran,69.0 ffnnTANH__Point_6_500.onnx 0.04,1,1,True
79491,,,0.03,69.0,ffnnTANH__Point_6_500.onnx,unsat,4.186,769.0,,eran,69.0 ffnnTANH__Point_6_500.onnx 0.03,1,1,True
79489,,,0.025,69.0,ffnnTANH__Point_6_500.onnx,unsat,4.195,769.0,,eran,69.0 ffnnTANH__Point_6_500.onnx 0.025,1,1,True
79487,,,0.02,69.0,ffnnTANH__Point_6_500.onnx,unsat,4.183,769.0,,eran,69.0 ffnnTANH__Point_6_500.onnx 0.02,1,1,True
79484,,,0.012,69.0,ffnnTANH__Point_6_500.onnx,unsat,4.204,769.0,,eran,69.0 ffnnTANH__Point_6_500.onnx 0.012,1,1,True
79479,,,0.01,69.0,ffnnTANH__Point_6_500.onnx,unsat,4.192,769.0,,eran,69.0 ffnnTANH__Point_6_500.onnx 0.01,1,1,True
79478,,,0.008,69.0,ffnnTANH__Point_6_500.onnx,unsat,4.224,769.0,,eran,69.0 ffnnTANH__Point_6_500.onnx 0.008,1,1,True
79475,,,0.005,69.0,ffnnTANH__Point_6_500.onnx,unsat,4.206,769.0,,eran,69.0 ffnnTANH__Point_6_500.onnx 0.005,1,1,True
79161,,,0.02,69.0,convMedGTANH__Point.onnx,unsat,35.452,169.0,,eran,69.0 convMedGTANH__Point.onnx 0.02,1,1,True
79158,,,0.012,69.0,convMedGTANH__Point.onnx,unsat,39.056,169.0,,eran,69.0 convMedGTANH__Point.onnx 0.012,1,1,True
79156,,,0.01,69.0,convMedGTANH__Point.onnx,unsat,35.599,169.0,,eran,69.0 convMedGTANH__Point.onnx 0.01,1,1,True
79094,,,0.004,69.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,1.544,1169.0,,eran,69.0 convMedGTANH__PGDK_w_0.0078.onnx 0.004,1,1,True
78303,,,0.03,68.0,ffnnTANH__Point_6_500.onnx,unsat,3.245,768.0,,eran,68.0 ffnnTANH__Point_6_500.onnx 0.03,1,1,True
78302,,,0.025,68.0,ffnnTANH__Point_6_500.onnx,unsat,3.268,768.0,,eran,68.0 ffnnTANH__Point_6_500.onnx 0.025,1,1,True
78297,,,0.02,68.0,ffnnTANH__Point_6_500.onnx,unsat,3.276,768.0,,eran,68.0 ffnnTANH__Point_6_500.onnx 0.02,1,1,True
78294,,,0.012,68.0,ffnnTANH__Point_6_500.onnx,unsat,3.273,768.0,,eran,68.0 ffnnTANH__Point_6_500.onnx 0.012,1,1,True
78291,,,0.01,68.0,ffnnTANH__Point_6_500.onnx,unsat,3.277,768.0,,eran,68.0 ffnnTANH__Point_6_500.onnx 0.01,1,1,True
78288,,,0.008,68.0,ffnnTANH__Point_6_500.onnx,unsat,3.29,768.0,,eran,68.0 ffnnTANH__Point_6_500.onnx 0.008,1,1,True
78285,,,0.005,68.0,ffnnTANH__Point_6_500.onnx,unsat,3.284,768.0,,eran,68.0 ffnnTANH__Point_6_500.onnx 0.005,1,1,True
78282,,,0.004,68.0,ffnnTANH__Point_6_500.onnx,unsat,3.25,768.0,,eran,68.0 ffnnTANH__Point_6_500.onnx 0.004,1,1,True
78281,,,0.04,68.0,ffnnTANH__PGDK_w_0.0313_6_500.onnx,unsat,4.192,2568.0,,eran,68.0 ffnnTANH__PGDK_w_0.0313_6_500.onnx 0.04,1,1,True
78278,,,0.03,68.0,ffnnTANH__PGDK_w_0.0313_6_500.onnx,unsat,4.155,2568.0,,eran,68.0 ffnnTANH__PGDK_w_0.0313_6_500.onnx 0.03,1,1,True
78274,,,0.025,68.0,ffnnTANH__PGDK_w_0.0313_6_500.onnx,unsat,4.165,2568.0,,eran,68.0 ffnnTANH__PGDK_w_0.0313_6_500.onnx 0.025,1,1,True
78272,,,0.02,68.0,ffnnTANH__PGDK_w_0.0313_6_500.onnx,unsat,4.157,2568.0,,eran,68.0 ffnnTANH__PGDK_w_0.0313_6_500.onnx 0.02,1,1,True
78269,,,0.012,68.0,ffnnTANH__PGDK_w_0.0313_6_500.onnx,unsat,4.176,2568.0,,eran,68.0 ffnnTANH__PGDK_w_0.0313_6_500.onnx 0.012,1,1,True
78264,,,0.01,68.0,ffnnTANH__PGDK_w_0.0313_6_500.onnx,unsat,4.209,2568.0,,eran,68.0 ffnnTANH__PGDK_w_0.0313_6_500.onnx 0.01,1,1,True
78262,,,0.008,68.0,ffnnTANH__PGDK_w_0.0313_6_500.onnx,unsat,4.17,2568.0,,eran,68.0 ffnnTANH__PGDK_w_0.0313_6_500.onnx 0.008,1,1,True
78258,,,0.005,68.0,ffnnTANH__PGDK_w_0.0313_6_500.onnx,unsat,4.152,2568.0,,eran,68.0 ffnnTANH__PGDK_w_0.0313_6_500.onnx 0.005,1,1,True
78256,,,0.004,68.0,ffnnTANH__PGDK_w_0.0313_6_500.onnx,unsat,4.151,2568.0,,eran,68.0 ffnnTANH__PGDK_w_0.0313_6_500.onnx 0.004,1,1,True
78306,,,0.04,68.0,ffnnTANH__Point_6_500.onnx,unsat,3.27,768.0,,eran,68.0 ffnnTANH__Point_6_500.onnx 0.04,1,1,True
79095,,,0.005,69.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,1.587,1169.0,,eran,69.0 convMedGTANH__PGDK_w_0.0078.onnx 0.005,1,1,True
79154,,,0.008,69.0,convMedGTANH__Point.onnx,unsat,37.41,169.0,,eran,69.0 convMedGTANH__Point.onnx 0.008,1,1,True
79098,,,0.008,69.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,1.493,1169.0,,eran,69.0 convMedGTANH__PGDK_w_0.0078.onnx 0.008,1,1,True
79149,,,0.005,69.0,convMedGTANH__Point.onnx,unsat,35.356,169.0,,eran,69.0 convMedGTANH__Point.onnx 0.005,1,1,True
79148,,,0.004,69.0,convMedGTANH__Point.onnx,unsat,34.907,169.0,,eran,69.0 convMedGTANH__Point.onnx 0.004,1,1,True
79143,,,0.04,69.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,1.507,2669.0,,eran,69.0 convMedGTANH__PGDK_w_0.0313.onnx 0.04,1,1,True
79142,,,0.03,69.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,1.475,2669.0,,eran,69.0 convMedGTANH__PGDK_w_0.0313.onnx 0.03,1,1,True
79138,,,0.025,69.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,1.478,2669.0,,eran,69.0 convMedGTANH__PGDK_w_0.0313.onnx 0.025,1,1,True
79134,,,0.02,69.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,1.459,2669.0,,eran,69.0 convMedGTANH__PGDK_w_0.0313.onnx 0.02,1,1,True
79131,,,0.012,69.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,1.466,2669.0,,eran,69.0 convMedGTANH__PGDK_w_0.0313.onnx 0.012,1,1,True
79130,,,0.01,69.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,1.488,2669.0,,eran,69.0 convMedGTANH__PGDK_w_0.0313.onnx 0.01,1,1,True
79125,,,0.008,69.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,1.471,2669.0,,eran,69.0 convMedGTANH__PGDK_w_0.0313.onnx 0.008,1,1,True
79123,,,0.005,69.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,1.453,2669.0,,eran,69.0 convMedGTANH__PGDK_w_0.0313.onnx 0.005,1,1,True
79119,,,0.004,69.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,1.488,2669.0,,eran,69.0 convMedGTANH__PGDK_w_0.0313.onnx 0.004,1,1,True
79118,,,0.04,69.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,1.481,1169.0,,eran,69.0 convMedGTANH__PGDK_w_0.0078.onnx 0.04,1,1,True
79113,,,0.03,69.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,1.486,1169.0,,eran,69.0 convMedGTANH__PGDK_w_0.0078.onnx 0.03,1,1,True
79110,,,0.025,69.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,1.475,1169.0,,eran,69.0 convMedGTANH__PGDK_w_0.0078.onnx 0.025,1,1,True
79109,,,0.02,69.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,1.518,1169.0,,eran,69.0 convMedGTANH__PGDK_w_0.0078.onnx 0.02,1,1,True
79105,,,0.012,69.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,1.481,1169.0,,eran,69.0 convMedGTANH__PGDK_w_0.0078.onnx 0.012,1,1,True
79103,,,0.01,69.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,1.488,1169.0,,eran,69.0 convMedGTANH__PGDK_w_0.0078.onnx 0.01,1,1,True
80309,,,0.004,7.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,1.166,2607.0,,eran,7.0 convMedGTANH__PGDK_w_0.0313.onnx 0.004,1,1,True
80311,,,0.005,7.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,1.202,2607.0,,eran,7.0 convMedGTANH__PGDK_w_0.0313.onnx 0.005,1,1,True
80315,,,0.008,7.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,1.227,2607.0,,eran,7.0 convMedGTANH__PGDK_w_0.0313.onnx 0.008,1,1,True
81525,,,0.005,70.0,convMedGTANH__Point.onnx,unsat,38.623,170.0,,eran,70.0 convMedGTANH__Point.onnx 0.005,1,1,True
81520,,,0.04,70.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,34.554,2670.0,,eran,70.0 convMedGTANH__PGDK_w_0.0313.onnx 0.04,1,1,True
81516,,,0.03,70.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,34.444,2670.0,,eran,70.0 convMedGTANH__PGDK_w_0.0313.onnx 0.03,1,1,True
81515,,,0.025,70.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,37.291,2670.0,,eran,70.0 convMedGTANH__PGDK_w_0.0313.onnx 0.025,1,1,True
81511,,,0.02,70.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,36.685,2670.0,,eran,70.0 convMedGTANH__PGDK_w_0.0313.onnx 0.02,1,1,True
81507,,,0.012,70.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,40.627,2670.0,,eran,70.0 convMedGTANH__PGDK_w_0.0313.onnx 0.012,1,1,True
81506,,,0.01,70.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,39.4,2670.0,,eran,70.0 convMedGTANH__PGDK_w_0.0313.onnx 0.01,1,1,True
81501,,,0.008,70.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,34.759,2670.0,,eran,70.0 convMedGTANH__PGDK_w_0.0313.onnx 0.008,1,1,True
81498,,,0.005,70.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,32.98,2670.0,,eran,70.0 convMedGTANH__PGDK_w_0.0313.onnx 0.005,1,1,True
81496,,,0.004,70.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,36.393,2670.0,,eran,70.0 convMedGTANH__PGDK_w_0.0313.onnx 0.004,1,1,True
81492,,,0.04,70.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,38.874,1170.0,,eran,70.0 convMedGTANH__PGDK_w_0.0078.onnx 0.04,1,1,True
81489,,,0.03,70.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,34.185,1170.0,,eran,70.0 convMedGTANH__PGDK_w_0.0078.onnx 0.03,1,1,True
81486,,,0.025,70.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,34.571,1170.0,,eran,70.0 convMedGTANH__PGDK_w_0.0078.onnx 0.025,1,1,True
81485,,,0.02,70.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,34.071,1170.0,,eran,70.0 convMedGTANH__PGDK_w_0.0078.onnx 0.02,1,1,True
81481,,,0.012,70.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,35.01,1170.0,,eran,70.0 convMedGTANH__PGDK_w_0.0078.onnx 0.012,1,1,True
81479,,,0.01,70.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,39.144,1170.0,,eran,70.0 convMedGTANH__PGDK_w_0.0078.onnx 0.01,1,1,True
81474,,,0.008,70.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,37.446,1170.0,,eran,70.0 convMedGTANH__PGDK_w_0.0078.onnx 0.008,1,1,True
81473,,,0.005,70.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,36.8,1170.0,,eran,70.0 convMedGTANH__PGDK_w_0.0078.onnx 0.005,1,1,True
81523,,,0.004,70.0,convMedGTANH__Point.onnx,unsat,38.614,170.0,,eran,70.0 convMedGTANH__Point.onnx 0.004,1,1,True
81528,,,0.008,70.0,convMedGTANH__Point.onnx,unsat,39.195,170.0,,eran,70.0 convMedGTANH__Point.onnx 0.008,1,1,True
80682,,,0.04,7.0,ffnnTANH__Point_6_500.onnx,unsat,3.653,707.0,,eran,7.0 ffnnTANH__Point_6_500.onnx 0.04,1,1,True
81532,,,0.01,70.0,convMedGTANH__Point.onnx,unsat,37.803,170.0,,eran,70.0 convMedGTANH__Point.onnx 0.01,1,1,True
81825,,,0.008,70.0,ffnnTANH__PGDK_w_0.0313_6_500.onnx,unsat,3.896,2570.0,,eran,70.0 ffnnTANH__PGDK_w_0.0313_6_500.onnx 0.008,1,1,True
81823,,,0.005,70.0,ffnnTANH__PGDK_w_0.0313_6_500.onnx,unsat,3.904,2570.0,,eran,70.0 ffnnTANH__PGDK_w_0.0313_6_500.onnx 0.005,1,1,True
81819,,,0.004,70.0,ffnnTANH__PGDK_w_0.0313_6_500.onnx,unsat,3.913,2570.0,,eran,70.0 ffnnTANH__PGDK_w_0.0313_6_500.onnx 0.004,1,1,True
81818,,,0.04,70.0,ffnnTANH__PGDK_w_0.0078_6_500.onnx,unsat,3.809,3670.0,,eran,70.0 ffnnTANH__PGDK_w_0.0078_6_500.onnx 0.04,1,1,True
81815,,,0.03,70.0,ffnnTANH__PGDK_w_0.0078_6_500.onnx,unsat,3.761,3670.0,,eran,70.0 ffnnTANH__PGDK_w_0.0078_6_500.onnx 0.03,1,1,True
81812,,,0.025,70.0,ffnnTANH__PGDK_w_0.0078_6_500.onnx,unsat,3.708,3670.0,,eran,70.0 ffnnTANH__PGDK_w_0.0078_6_500.onnx 0.025,1,1,True
81807,,,0.02,70.0,ffnnTANH__PGDK_w_0.0078_6_500.onnx,unsat,3.758,3670.0,,eran,70.0 ffnnTANH__PGDK_w_0.0078_6_500.onnx 0.02,1,1,True
81804,,,0.012,70.0,ffnnTANH__PGDK_w_0.0078_6_500.onnx,unsat,3.727,3670.0,,eran,70.0 ffnnTANH__PGDK_w_0.0078_6_500.onnx 0.012,1,1,True
81801,,,0.01,70.0,ffnnTANH__PGDK_w_0.0078_6_500.onnx,unsat,3.776,3670.0,,eran,70.0 ffnnTANH__PGDK_w_0.0078_6_500.onnx 0.01,1,1,True
81800,,,0.008,70.0,ffnnTANH__PGDK_w_0.0078_6_500.onnx,unsat,3.769,3670.0,,eran,70.0 ffnnTANH__PGDK_w_0.0078_6_500.onnx 0.008,1,1,True
81795,,,0.005,70.0,ffnnTANH__PGDK_w_0.0078_6_500.onnx,unsat,3.717,3670.0,,eran,70.0 ffnnTANH__PGDK_w_0.0078_6_500.onnx 0.005,1,1,True
81792,,,0.004,70.0,ffnnTANH__PGDK_w_0.0078_6_500.onnx,unsat,3.775,3670.0,,eran,70.0 ffnnTANH__PGDK_w_0.0078_6_500.onnx 0.004,1,1,True
81547,,,0.04,70.0,convMedGTANH__Point.onnx,unsat,38.349,170.0,,eran,70.0 convMedGTANH__Point.onnx 0.04,1,1,True
81544,,,0.03,70.0,convMedGTANH__Point.onnx,unsat,38.55,170.0,,eran,70.0 convMedGTANH__Point.onnx 0.03,1,1,True
81542,,,0.025,70.0,convMedGTANH__Point.onnx,unsat,40.318,170.0,,eran,70.0 convMedGTANH__Point.onnx 0.025,1,1,True
81537,,,0.02,70.0,convMedGTANH__Point.onnx,unsat,40.23,170.0,,eran,70.0 convMedGTANH__Point.onnx 0.02,1,1,True
81536,,,0.012,70.0,convMedGTANH__Point.onnx,unsat,39.037,170.0,,eran,70.0 convMedGTANH__Point.onnx 0.012,1,1,True
81468,,,0.004,70.0,convMedGTANH__PGDK_w_0.0078.onnx,unsat,34.712,1170.0,,eran,70.0 convMedGTANH__PGDK_w_0.0078.onnx 0.004,1,1,True
80680,,,0.03,7.0,ffnnTANH__Point_6_500.onnx,unsat,3.671,707.0,,eran,7.0 ffnnTANH__Point_6_500.onnx 0.03,1,1,True
80318,,,0.01,7.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,1.209,2607.0,,eran,7.0 convMedGTANH__PGDK_w_0.0313.onnx 0.01,1,1,True
80618,,,0.012,7.0,ffnnTANH__PGDK_w_0.0078_6_500.onnx,unsat,3.692,3607.0,,eran,7.0 ffnnTANH__PGDK_w_0.0078_6_500.onnx 0.012,1,1,True
80612,,,0.008,7.0,ffnnTANH__PGDK_w_0.0078_6_500.onnx,unsat,3.699,3607.0,,eran,7.0 ffnnTANH__PGDK_w_0.0078_6_500.onnx 0.008,1,1,True
80607,,,0.005,7.0,ffnnTANH__PGDK_w_0.0078_6_500.onnx,unsat,3.692,3607.0,,eran,7.0 ffnnTANH__PGDK_w_0.0078_6_500.onnx 0.005,1,1,True
80606,,,0.004,7.0,ffnnTANH__PGDK_w_0.0078_6_500.onnx,unsat,3.694,3607.0,,eran,7.0 ffnnTANH__PGDK_w_0.0078_6_500.onnx 0.004,1,1,True
80359,,,0.04,7.0,convMedGTANH__Point.onnx,sat,37.251,107.0,,eran,7.0 convMedGTANH__Point.onnx 0.04,1,1,True
80356,,,0.03,7.0,convMedGTANH__Point.onnx,unsat,38.895,107.0,,eran,7.0 convMedGTANH__Point.onnx 0.03,1,1,True
80352,,,0.025,7.0,convMedGTANH__Point.onnx,unsat,35.717,107.0,,eran,7.0 convMedGTANH__Point.onnx 0.025,1,1,True
80350,,,0.02,7.0,convMedGTANH__Point.onnx,unsat,36.861,107.0,,eran,7.0 convMedGTANH__Point.onnx 0.02,1,1,True
80348,,,0.012,7.0,convMedGTANH__Point.onnx,unsat,38.408,107.0,,eran,7.0 convMedGTANH__Point.onnx 0.012,1,1,True
80344,,,0.01,7.0,convMedGTANH__Point.onnx,unsat,38.939,107.0,,eran,7.0 convMedGTANH__Point.onnx 0.01,1,1,True
80340,,,0.008,7.0,convMedGTANH__Point.onnx,unsat,37.357,107.0,,eran,7.0 convMedGTANH__Point.onnx 0.008,1,1,True
80337,,,0.005,7.0,convMedGTANH__Point.onnx,unsat,36.029,107.0,,eran,7.0 convMedGTANH__Point.onnx 0.005,1,1,True
80334,,,0.004,7.0,convMedGTANH__Point.onnx,unsat,41.271,107.0,,eran,7.0 convMedGTANH__Point.onnx 0.004,1,1,True
80331,,,0.04,7.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,1.247,2607.0,,eran,7.0 convMedGTANH__PGDK_w_0.0313.onnx 0.04,1,1,True
80330,,,0.03,7.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,1.255,2607.0,,eran,7.0 convMedGTANH__PGDK_w_0.0313.onnx 0.03,1,1,True
80327,,,0.025,7.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,1.205,2607.0,,eran,7.0 convMedGTANH__PGDK_w_0.0313.onnx 0.025,1,1,True
80323,,,0.02,7.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,1.193,2607.0,,eran,7.0 convMedGTANH__PGDK_w_0.0313.onnx 0.02,1,1,True
80319,,,0.012,7.0,convMedGTANH__PGDK_w_0.0313.onnx,unsat,1.215,2607.0,,eran,7.0 convMedGTANH__PGDK_w_0.0313.onnx 0.012,1,1,True
80613,,,0.01,7.0,ffnnTANH__PGDK_w_0.0078_6_500.onnx,unsat,3.699,3607.0,,eran,7.0 ffnnTANH__PGDK_w_0.0078_6_500.onnx 0.01,1,1,True
80620,,,0.02,7.0,ffnnTANH__PGDK_w_0.0078_6_500.onnx,unsat,3.699,3607.0,,eran,7.0 ffnnTANH__PGDK_w_0.0078_6_500.onnx 0.02,1,1,True
80676,,,0.025,7.0,ffnnTANH__Point_6_500.onnx,unsat,3.681,707.0,,eran,7.0 ffnnTANH__Point_6_500.onnx 0.025,1,1,True
80623,,,0.025,7.0,ffnnTANH__PGDK_w_0.0078_6_500.onnx,unsat,3.692,3607.0,,eran,7.0 ffnnTANH__PGDK_w_0.0078_6_500.onnx 0.025,1,1,True
80674,,,0.02,7.0,ffnnTANH__Point_6_500.onnx,unsat,3.68,707.0,,eran,7.0 ffnnTANH__Point_6_500.onnx 0.02,1,1,True
80672,,,0.012,7.0,ffnnTANH__Point_6_500.onnx,unsat,3.645,707.0,,eran,7.0 ffnnTANH__Point_6_500.onnx 0.012,1,1,True
80669,,,0.01,7.0,ffnnTANH__Point_6_500.onnx,unsat,3.669,707.0,,eran,7.0 ffnnTANH__Point_6_500.onnx 0.01,1,1,True
80665,,,0.008,7.0,ffnnTANH__Point_6_500.onnx,unsat,3.642,707.0,,eran,7.0 ffnnTANH__Point_6_500.onnx 0.008,1,1,True
80661,,,0.005,7.0,ffnnTANH__Point_6_500.onnx,unsat,3.664,707.0,,eran,7.0 ffnnTANH__Point_6_500.onnx 0.005,1,1,True
